Publikation;Erscheinungstag;Druckprodukt;Startzeit;Produktionsende;Geplante Auflage;Sektion;Papiername;Planungskommentar;?txt_PagesInBroadSheets;Struktur
AZ;2013-08-14;BU;2013-08-14 00:33:00;2013-08-14 00:40:00;4200;F1;45 g - Standard;;;
AZ;2013-08-14;MO;2013-08-14 00:55:00;2013-08-14 01:10:00;9700;F1;45 g - Standard;;;
AZ;2013-08-14;KE;2013-08-14 01:25:00;2013-08-14 02:02:00;24300;F1;45 g - Standard;;;
HF;2013-08-16;IS_1;2013-08-14 15:40:00;2013-08-14 16:09:00;38000;F1;52 g - UPM Brite 69C;;;
WA;2013-08-17;ESA;2013-08-14 16:40:00;2013-08-14 18:42:00;81000;F1;45 g - Standard;;;
WA;2013-08-17;ESA_1;2013-08-14 18:57:00;2013-08-14 19:47:00;33000;F1;45 g - Standard;;;
Donnerstag, 15. August 2013
AZ;2013-08-16;WE;2013-08-15 21:10:00;2013-08-15 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-16;FU;2013-08-15 21:38:00;2013-08-15 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-16;IS;2013-08-15 22:09:00;2013-08-15 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-16;ME;2013-08-15 22:52:00;2013-08-15 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-16;KF;2013-08-15 23:39:00;2013-08-15 23:58:00;12300;F1;45 g - Standard;;;
TEST;2013-08-15;FREI;2013-08-15 12:01:00;2013-08-15 12:01:00;0;F2;45 g - Standard;;;
Freitag, 16. August 2013
AZ;2013-08-16;BU;2013-08-16 00:13:00;2013-08-16 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-08-16;MO;2013-08-16 00:35:00;2013-08-16 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-08-16;KE;2013-08-16 01:05:00;2013-08-16 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-08-22;KM_E;2013-08-16 07:40:00;2013-08-16 08:02:00;29000;F1;45 g - Standard;;;
MDG;2013-08-22;KM_MUC;2013-08-16 08:17:00;2013-08-16 08:56:00;51000;F1;45 g - Standard;;;
MDG;2013-08-22;KM_A;2013-08-16 09:11:00;2013-08-16 10:59:00;143000;F1;45 g - Standard;;;
AZ;2013-08-17;AL_1;2013-08-16 15:30:00;2013-08-16 16:59:00;118000;F1;45 g - Standard;;;
AZ;2013-08-17;IS_9;2013-08-16 17:39:00;2013-08-16 17:54:00;19900;F1;45 g - Standard;;;
AZ;2013-08-17;ME_9;2013-08-16 18:09:00;2013-08-16 18:26:00;22600;F1;45 g - Standard;;;
AZ;2013-08-17;WE_9;2013-08-16 18:41:00;2013-08-16 18:49:00;9300;F1;45 g - Standard;;;
AZ;2013-08-17;FU_9;2013-08-16 19:04:00;2013-08-16 19:13:00;11300;F1;45 g - Standard;;;
AZ;2013-08-17;KF_9;2013-08-16 19:28:00;2013-08-16 19:38:00;13100;F1;45 g - Standard;;;
AZ;2013-08-17;BU_9;2013-08-16 19:53:00;2013-08-16 19:57:00;4400;F1;45 g - Standard;;;
AZ;2013-08-17;KE_9;2013-08-16 20:12:00;2013-08-16 20:33:00;27000;F1;45 g - Standard;;;
AZ;2013-08-17;MO_9;2013-08-16 20:48:00;2013-08-16 20:56:00;10200;F1;45 g - Standard;;;
AZ;2013-08-17;WE;2013-08-16 21:10:00;2013-08-16 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-17;FU;2013-08-16 21:38:00;2013-08-16 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-17;IS;2013-08-16 22:09:00;2013-08-16 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-17;ME;2013-08-16 22:52:00;2013-08-16 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-17;KF;2013-08-16 23:39:00;2013-08-16 23:58:00;12300;F1;45 g - Standard;;;
Samstag, 17. August 2013
AZ;2013-08-17;BU;2013-08-17 00:13:00;2013-08-17 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-08-17;MO;2013-08-17 00:35:00;2013-08-17 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-08-17;KE;2013-08-17 01:05:00;2013-08-17 01:42:00;24300;F1;45 g - Standard;;;
Sonntag, 18. August 2013
AZ;2013-08-19;WE;2013-08-18 21:10:00;2013-08-18 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-19;FU;2013-08-18 21:38:00;2013-08-18 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-19;IS;2013-08-18 22:09:00;2013-08-18 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-19;ME;2013-08-18 22:52:00;2013-08-18 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-19;KF;2013-08-18 23:39:00;2013-08-18 23:58:00;12300;F1;45 g - Standard;;;
TEST;2013-08-18;SO;2013-08-18 12:01:00;2013-08-18 12:02:00;1;F2;45 g - Standard;;;
Montag, 19. August 2013
AZ;2013-08-19;BU;2013-08-19 00:13:00;2013-08-19 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-08-19;MO;2013-08-19 00:35:00;2013-08-19 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-08-19;KE;2013-08-19 01:05:00;2013-08-19 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-08-22;KM_B;2013-08-19 07:44:00;2013-08-19 10:48:00;245000;F1;45 g - Standard;;;
AZ;2013-08-20;WE;2013-08-19 21:10:00;2013-08-19 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-20;FU;2013-08-19 21:38:00;2013-08-19 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-20;IS;2013-08-19 22:09:00;2013-08-19 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-20;ME;2013-08-19 22:52:00;2013-08-19 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-20;KF;2013-08-19 23:39:00;2013-08-19 23:58:00;12300;F1;45 g - Standard;;;
Dienstag, 20. August 2013
AZ;2013-08-20;BU;2013-08-20 00:13:00;2013-08-20 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-08-20;MO;2013-08-20 00:35:00;2013-08-20 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-08-20;KE;2013-08-20 01:05:00;2013-08-20 01:42:00;24300;F1;45 g - Standard;;;
EX;2013-08-23;EXA_01;2013-08-20 08:40:00;2013-08-20 10:14:00;125000;F1;45 g - Standard;;;
HF;2013-08-23;IS_1;2013-08-20 10:40:00;2013-08-20 10:54:00;18000;F1;52 g - UPM Brite 69C;;;
MDG;2013-08-22;Saturn;2013-08-20 11:55:00;2013-08-20 13:05:00;92000;F1;45 g - Standard;;;
WA;2013-08-21;EIS;2013-08-20 14:10:00;2013-08-20 15:06:00;37000;F1;45 g - Standard;;;
WA;2013-08-21;EFU;2013-08-20 15:21:00;2013-08-20 16:01:00;26000;F1;45 g - Standard;;;
AZ;2013-08-21;WE;2013-08-20 21:10:00;2013-08-20 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-21;FU;2013-08-20 21:38:00;2013-08-20 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-21;IS;2013-08-20 22:09:00;2013-08-20 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-21;ME;2013-08-20 22:52:00;2013-08-20 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-21;KF;2013-08-20 23:39:00;2013-08-21 00:16:00;24300;F1;45 g - Standard;;;
Mittwoch, 21. August 2013
AZ;2013-08-21;BU;2013-08-21 00:31:00;2013-08-21 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-08-21;MO;2013-08-21 00:53:00;2013-08-21 01:08:00;9700;F1;45 g - Standard;;;
AZ;2013-08-21;KE;2013-08-21 01:23:00;2013-08-21 02:00:00;24300;F1;45 g - Standard;;;
WA;2013-08-22;EKE;2013-08-21 10:10:00;2013-08-21 10:53:00;57000;F1;45 g - Standard;;;
WA;2013-08-22;EKF;2013-08-21 11:08:00;2013-08-21 11:54:00;61000;F1;45 g - Standard;;;
WA;2013-08-22;EME;2013-08-21 12:09:00;2013-08-21 12:46:00;49000;F1;45 g - Standard;;;
MDG;2013-08-23;Papst;2013-08-21 16:10:00;2013-08-21 16:26:00;10000;F1;52 g - UPM Brite 69C;;;
AZ;2013-08-22;WE;2013-08-21 21:10:00;2013-08-21 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-22;FU;2013-08-21 21:38:00;2013-08-21 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-22;IS;2013-08-21 22:09:00;2013-08-21 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-22;ME;2013-08-21 22:52:00;2013-08-21 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-22;KF;2013-08-21 23:39:00;2013-08-22 00:16:00;24300;F1;45 g - Standard;;;
Donnerstag, 22. August 2013
AZ;2013-08-22;BU;2013-08-22 00:31:00;2013-08-22 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-08-22;KE;2013-08-22 00:53:00;2013-08-22 01:30:00;24300;F1;45 g - Standard;;;
AZ;2013-08-22;MO;2013-08-22 01:45:00;2013-08-22 02:00:00;9700;F1;45 g - Standard;;;
HF;2013-08-27;AL_1;2013-08-22 07:10:00;2013-08-22 08:33:00;110000;F1;52 g - UPM Brite 69C;;;
MDG;2013-08-28;Mayer;2013-08-22 14:10:00;2013-08-22 15:56:00;140000;F1;52 g - UPM Brite 69C;;;
WA;2013-08-24;ESA_1;2013-08-22 16:40:00;2013-08-22 17:30:00;33000;F1;45 g - Standard;;;
WA;2013-08-24;ESA;2013-08-22 17:45:00;2013-08-22 19:47:00;81000;F1;45 g - Standard;;;
AZ;2013-08-23;WE;2013-08-22 21:10:00;2013-08-22 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-23;FU;2013-08-22 21:38:00;2013-08-22 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-23;IS;2013-08-22 22:09:00;2013-08-22 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-23;ME;2013-08-22 22:52:00;2013-08-22 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-23;KF;2013-08-22 23:39:00;2013-08-22 23:58:00;12300;F1;45 g - Standard;;;
Freitag, 23. August 2013
AZ;2013-08-23;BU;2013-08-23 00:13:00;2013-08-23 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-08-23;MO;2013-08-23 00:35:00;2013-08-23 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-08-23;KE;2013-08-23 01:05:00;2013-08-23 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-08-29;KM_E;2013-08-23 07:40:00;2013-08-23 08:02:00;29000;F1;45 g - Standard;;;
MDG;2013-08-29;KM_MUC;2013-08-23 08:17:00;2013-08-23 08:56:00;51000;F1;45 g - Standard;;;
MDG;2013-08-29;KM_A;2013-08-23 09:11:00;2013-08-23 10:59:00;143000;F1;45 g - Standard;;;
AZ;2013-08-24;AL_1;2013-08-23 15:30:00;2013-08-23 16:59:00;118000;F1;45 g - Standard;;;
AZ;2013-08-24;IS_9;2013-08-23 17:39:00;2013-08-23 17:54:00;19900;F1;45 g - Standard;;;
AZ;2013-08-24;ME_9;2013-08-23 18:09:00;2013-08-23 18:26:00;22600;F1;45 g - Standard;;;
AZ;2013-08-24;WE_9;2013-08-23 18:41:00;2013-08-23 18:49:00;9300;F1;45 g - Standard;;;
AZ;2013-08-24;FU_9;2013-08-23 19:04:00;2013-08-23 19:13:00;11300;F1;45 g - Standard;;;
AZ;2013-08-24;KF_9;2013-08-23 19:28:00;2013-08-23 19:38:00;13100;F1;45 g - Standard;;;
AZ;2013-08-24;BU_9;2013-08-23 19:53:00;2013-08-23 19:57:00;4400;F1;45 g - Standard;;;
AZ;2013-08-24;KE_9;2013-08-23 20:12:00;2013-08-23 20:33:00;27000;F1;45 g - Standard;;;
AZ;2013-08-24;MO_9;2013-08-23 20:48:00;2013-08-23 20:56:00;10200;F1;45 g - Standard;;;
AZ;2013-08-24;WE;2013-08-23 21:10:00;2013-08-23 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-24;FU;2013-08-23 21:38:00;2013-08-23 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-24;IS;2013-08-23 22:09:00;2013-08-23 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-24;ME;2013-08-23 22:52:00;2013-08-23 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-24;KF;2013-08-23 23:39:00;2013-08-23 23:58:00;12300;F1;45 g - Standard;;;
Samstag, 24. August 2013
AZ;2013-08-24;BU;2013-08-24 00:13:00;2013-08-24 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-08-24;MO;2013-08-24 00:35:00;2013-08-24 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-08-24;KE;2013-08-24 01:05:00;2013-08-24 01:42:00;24300;F1;45 g - Standard;;;
Sonntag, 25. August 2013
AZ;2013-08-26;WE;2013-08-25 21:10:00;2013-08-25 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-26;FU;2013-08-25 21:38:00;2013-08-25 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-26;IS;2013-08-25 22:09:00;2013-08-25 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-26;ME;2013-08-25 22:52:00;2013-08-25 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-26;KF;2013-08-25 23:39:00;2013-08-25 23:58:00;12300;F1;45 g - Standard;;;
TEST;2013-08-25;SO;2013-08-25 12:01:00;2013-08-25 12:02:00;1;F2;45 g - Standard;;;
Montag, 26. August 2013
AZ;2013-08-26;BU;2013-08-26 00:13:00;2013-08-26 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-08-26;MO;2013-08-26 00:35:00;2013-08-26 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-08-26;KE;2013-08-26 01:05:00;2013-08-26 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-08-29;KM_B;2013-08-26 07:44:00;2013-08-26 10:48:00;245000;F1;45 g - Standard;;;
HF;2013-08-28;FU_1;2013-08-26 12:41:00;2013-08-26 13:15:00;22000;F1;52 g - UPM Brite 69C;;;
AZ;2013-08-27;WE;2013-08-26 21:10:00;2013-08-26 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-27;FU;2013-08-26 21:38:00;2013-08-26 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-27;IS;2013-08-26 22:09:00;2013-08-26 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-27;ME;2013-08-26 22:52:00;2013-08-26 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-27;KF;2013-08-26 23:39:00;2013-08-26 23:58:00;12300;F1;45 g - Standard;;;
Dienstag, 27. August 2013
AZ;2013-08-27;BU;2013-08-27 00:13:00;2013-08-27 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-08-27;MO;2013-08-27 00:35:00;2013-08-27 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-08-27;KE;2013-08-27 01:05:00;2013-08-27 01:42:00;24300;F1;45 g - Standard;;;
EX;2013-08-30;EXA_01;2013-08-27 09:10:00;2013-08-27 10:44:00;125000;F1;45 g - Standard;;;
MDG;2013-08-28;Live;2013-08-27 11:10:00;2013-08-27 11:26:00;10000;F1;45 g - Standard;;;
MDG;2013-08-29;Saturn;2013-08-27 11:55:00;2013-08-27 13:05:00;92000;F1;45 g - Standard;;;
WA;2013-08-28;EIS;2013-08-27 14:10:00;2013-08-27 15:06:00;37000;F1;45 g - Standard;;;
WA;2013-08-28;EFU;2013-08-27 15:21:00;2013-08-27 16:01:00;26000;F1;45 g - Standard;;;
AZ;2013-08-28;WE;2013-08-27 21:10:00;2013-08-27 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-28;FU;2013-08-27 21:38:00;2013-08-27 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-28;IS;2013-08-27 22:09:00;2013-08-27 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-28;ME;2013-08-27 22:52:00;2013-08-27 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-28;KF;2013-08-27 23:39:00;2013-08-28 00:16:00;24300;F1;45 g - Standard;;;
Mittwoch, 28. August 2013
AZ;2013-08-28;BU;2013-08-28 00:31:00;2013-08-28 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-08-28;MO;2013-08-28 00:53:00;2013-08-28 01:08:00;9700;F1;45 g - Standard;;;
AZ;2013-08-28;KE;2013-08-28 01:23:00;2013-08-28 02:00:00;24300;F1;45 g - Standard;;;
WA;2013-08-29;EKE;2013-08-28 10:10:00;2013-08-28 10:53:00;57000;F1;45 g - Standard;;;
WA;2013-08-29;EKF;2013-08-28 11:08:00;2013-08-28 11:54:00;61000;F1;45 g - Standard;;;
WA;2013-08-29;EME;2013-08-28 12:09:00;2013-08-28 12:46:00;49000;F1;45 g - Standard;;;
MDG;2013-08-30;Papst;2013-08-28 16:10:00;2013-08-28 16:26:00;10000;F1;52 g - UPM Brite 69C;;;
AZ;2013-08-29;WE;2013-08-28 21:10:00;2013-08-28 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-29;FU;2013-08-28 21:38:00;2013-08-28 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-29;IS;2013-08-28 22:09:00;2013-08-28 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-29;ME;2013-08-28 22:52:00;2013-08-28 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-29;KF;2013-08-28 23:39:00;2013-08-29 00:16:00;24300;F1;45 g - Standard;;;
Donnerstag, 29. August 2013
AZ;2013-08-29;BU;2013-08-29 00:31:00;2013-08-29 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-08-29;KE;2013-08-29 00:53:00;2013-08-29 01:30:00;24300;F1;45 g - Standard;;;
AZ;2013-08-29;MO;2013-08-29 01:45:00;2013-08-29 02:00:00;9700;F1;45 g - Standard;;;
HF;2013-09-02;FU_1;2013-08-29 14:10:00;2013-08-29 14:18:00;10600;F1;52 g - Standard;;;
HF;2013-09-02;IS_1;2013-08-29 15:10:00;2013-08-29 15:24:00;18000;F1;52 g - UPM Brite 69C;;;
WA;2013-08-31;ESA_1;2013-08-29 16:40:00;2013-08-29 17:30:00;33000;F1;45 g - Standard;;;
WA;2013-08-31;ESA;2013-08-29 17:45:00;2013-08-29 19:47:00;81000;F1;45 g - Standard;;;
AZ;2013-08-30;WE;2013-08-29 21:10:00;2013-08-29 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-30;FU;2013-08-29 21:38:00;2013-08-29 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-30;IS;2013-08-29 22:09:00;2013-08-29 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-30;ME;2013-08-29 22:52:00;2013-08-29 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-30;KF;2013-08-29 23:39:00;2013-08-29 23:58:00;12300;F1;45 g - Standard;;;
Freitag, 30. August 2013
AZ;2013-08-30;BU;2013-08-30 00:13:00;2013-08-30 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-08-30;MO;2013-08-30 00:35:00;2013-08-30 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-08-30;KE;2013-08-30 01:05:00;2013-08-30 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-09-05;KM_E;2013-08-30 07:40:00;2013-08-30 08:02:00;29000;F1;45 g - Standard;;;
MDG;2013-09-05;KM_MUC;2013-08-30 08:17:00;2013-08-30 08:56:00;51000;F1;45 g - Standard;;;
MDG;2013-09-05;KM_A;2013-08-30 09:11:00;2013-08-30 10:59:00;143000;F1;45 g - Standard;;;
AZ;2013-08-31;AL_1;2013-08-30 15:30:00;2013-08-30 16:59:00;118000;F1;45 g - Standard;;;
AZ;2013-08-31;IS_9;2013-08-30 17:39:00;2013-08-30 17:54:00;19900;F1;45 g - Standard;;;
AZ;2013-08-31;ME_9;2013-08-30 18:09:00;2013-08-30 18:26:00;22600;F1;45 g - Standard;;;
AZ;2013-08-31;WE_9;2013-08-30 18:41:00;2013-08-30 18:49:00;9300;F1;45 g - Standard;;;
AZ;2013-08-31;FU_9;2013-08-30 19:04:00;2013-08-30 19:13:00;11300;F1;45 g - Standard;;;
AZ;2013-08-31;KF_9;2013-08-30 19:28:00;2013-08-30 19:38:00;13100;F1;45 g - Standard;;;
AZ;2013-08-31;BU_9;2013-08-30 19:53:00;2013-08-30 19:57:00;4400;F1;45 g - Standard;;;
AZ;2013-08-31;KE_9;2013-08-30 20:12:00;2013-08-30 20:33:00;27000;F1;45 g - Standard;;;
AZ;2013-08-31;MO_9;2013-08-30 20:48:00;2013-08-30 20:56:00;10200;F1;45 g - Standard;;;
AZ;2013-08-31;WE;2013-08-30 21:10:00;2013-08-30 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-08-31;FU;2013-08-30 21:38:00;2013-08-30 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-08-31;IS;2013-08-30 22:09:00;2013-08-30 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-08-31;ME;2013-08-30 22:52:00;2013-08-30 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-08-31;KF;2013-08-30 23:39:00;2013-08-30 23:58:00;12300;F1;45 g - Standard;;;
Samstag, 31. August 2013
AZ;2013-08-31;BU;2013-08-31 00:13:00;2013-08-31 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-08-31;MO;2013-08-31 00:35:00;2013-08-31 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-08-31;KE;2013-08-31 01:05:00;2013-08-31 01:42:00;24300;F1;45 g - Standard;;;
Sonntag, 1. September 2013
AZ;2013-09-02;WE;2013-09-01 21:10:00;2013-09-01 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-09-02;FU;2013-09-01 21:38:00;2013-09-01 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-09-02;IS;2013-09-01 22:09:00;2013-09-01 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-09-02;ME;2013-09-01 22:52:00;2013-09-01 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-09-02;KF;2013-09-01 23:39:00;2013-09-01 23:58:00;12300;F1;45 g - Standard;;;
TEST;2013-09-01;SO;2013-09-01 12:01:00;2013-09-01 12:02:00;1;F2;45 g - Standard;;;
Montag, 2. September 2013
AZ;2013-09-02;BU;2013-09-02 00:13:00;2013-09-02 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-09-02;MO;2013-09-02 00:35:00;2013-09-02 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-09-02;KE;2013-09-02 01:05:00;2013-09-02 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-09-05;KM_B;2013-09-02 07:44:00;2013-09-02 10:48:00;245000;F1;45 g - Standard;;;
HF;2013-09-03;IS_1;2013-09-02 11:10:00;2013-09-02 12:12:00;41000;F1;52 g - UPM Brite 69C;;;
MDG;2013-09-04;EP;2013-09-02 12:40:00;2013-09-02 13:14:00;45000;F1;52 g - UPM Brite 69C;;;
AZ;2013-09-03;WE;2013-09-02 21:10:00;2013-09-02 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-09-03;FU;2013-09-02 21:38:00;2013-09-02 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-09-03;IS;2013-09-02 22:09:00;2013-09-02 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-09-03;ME;2013-09-02 22:52:00;2013-09-02 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-09-03;KF;2013-09-02 23:39:00;2013-09-02 23:58:00;12300;F1;45 g - Standard;;;
Dienstag, 3. September 2013
AZ;2013-09-03;BU;2013-09-03 00:13:00;2013-09-03 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-09-03;MO;2013-09-03 00:35:00;2013-09-03 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-09-03;KE;2013-09-03 01:05:00;2013-09-03 01:42:00;24300;F1;45 g - Standard;;;
EX;2013-09-06;EXA_01;2013-09-03 08:10:00;2013-09-03 09:44:00;125000;F1;45 g - Standard;;;
AZ;2013-09-04;AL_1;2013-09-03 10:10:00;2013-09-03 11:28:00;103000;F1;45 g - Standard;;;
MDG;2013-09-05;Saturn;2013-09-03 11:55:00;2013-09-03 13:05:00;92000;F1;45 g - Standard;;;
WA;2013-09-04;EIS;2013-09-03 14:10:00;2013-09-03 15:06:00;37000;F1;45 g - Standard;;;
WA;2013-09-04;EFU;2013-09-03 15:21:00;2013-09-03 16:01:00;26000;F1;45 g - Standard;;;
AZ;2013-09-04;WE;2013-09-03 21:10:00;2013-09-03 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-09-04;FU;2013-09-03 21:38:00;2013-09-03 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-09-04;IS;2013-09-03 22:09:00;2013-09-03 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-09-04;ME;2013-09-03 22:52:00;2013-09-03 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-09-04;KF;2013-09-03 23:39:00;2013-09-04 00:16:00;24300;F1;45 g - Standard;;;
Mittwoch, 4. September 2013
AZ;2013-09-04;BU;2013-09-04 00:31:00;2013-09-04 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-09-04;MO;2013-09-04 00:53:00;2013-09-04 01:08:00;9700;F1;45 g - Standard;;;
AZ;2013-09-04;KE;2013-09-04 01:23:00;2013-09-04 02:00:00;24300;F1;45 g - Standard;;;
WA;2013-09-05;EKE;2013-09-04 10:10:00;2013-09-04 10:53:00;57000;F1;45 g - Standard;;;
WA;2013-09-05;EKF;2013-09-04 11:08:00;2013-09-04 11:54:00;61000;F1;45 g - Standard;;;
WA;2013-09-05;EME;2013-09-04 12:09:00;2013-09-04 12:46:00;49000;F1;45 g - Standard;;;
MDG;2013-09-06;Papst;2013-09-04 16:10:00;2013-09-04 16:26:00;10000;F1;52 g - UPM Brite 69C;;;
AZ;2013-09-05;WE;2013-09-04 21:10:00;2013-09-04 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-09-05;FU;2013-09-04 21:38:00;2013-09-04 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-09-05;IS;2013-09-04 22:09:00;2013-09-04 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-09-05;ME;2013-09-04 22:52:00;2013-09-04 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-09-05;KF;2013-09-04 23:39:00;2013-09-05 00:16:00;24300;F1;45 g - Standard;;;
Donnerstag, 5. September 2013
AZ;2013-09-05;BU;2013-09-05 00:31:00;2013-09-05 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-09-05;KE;2013-09-05 00:53:00;2013-09-05 01:30:00;24300;F1;45 g - Standard;;;
AZ;2013-09-05;MO;2013-09-05 01:45:00;2013-09-05 02:00:00;9700;F1;45 g - Standard;;;
WA;2013-09-07;ESA_1;2013-09-05 16:40:00;2013-09-05 17:30:00;33000;F1;45 g - Standard;;;
WA;2013-09-07;ESA;2013-09-05 17:45:00;2013-09-05 19:47:00;81000;F1;45 g - Standard;;;
AZ;2013-09-06;WE;2013-09-05 21:10:00;2013-09-05 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-09-06;FU;2013-09-05 21:38:00;2013-09-05 21:54:00;10600;F1;45 g - Standard;;;
